date,year,side,pnl,cum_pnl,drawdown
2023-11-03,2023,LONG,-365.0,42575.0,-365.0
2023-11-07,2023,LONG,185.0,42760.0,-180.0
2023-11-09,2023,SHORT,15.0,42775.0,-165.0
2023-11-10,2023,LONG,400.0,43175.0,0.0
2023-11-14,2023,LONG,365.0,43540.0,0.0
2023-11-20,2023,LONG,200.0,43740.0,0.0
2023-11-29,2023,SHORT,830.0,44570.0,0.0
2023-11-30,2023,SHORT,805.0,45375.0,0.0
2023-12-01,2023,LONG,-15.0,45360.0,-15.0
2023-12-05,2023,LONG,-80.0,45280.0,-95.0
2023-12-06,2023,SHORT,770.0,46050.0,0.0
2023-12-07,2023,LONG,335.0,46385.0,0.0
2023-12-08,2023,LONG,-120.0,46265.0,-120.0
2023-12-11,2023,LONG,-170.0,46095.0,-290.0
2023-12-12,2023,LONG,285.0,46380.0,-5.0
2023-12-13,2023,LONG,-1115.0,45265.0,-1120.0
2023-12-14,2023,SHORT,55.0,45320.0,-1065.0
2023-12-18,2023,LONG,150.0,45470.0,-915.0
2023-12-20,2023,SHORT,950.0,46420.0,0.0
2024-01-02,2024,SHORT,175.0,46595.0,0.0
2024-01-08,2024,LONG,-140.0,46455.0,-140.0
2024-01-09,2024,LONG,-60.0,46395.0,-200.0
2024-01-10,2024,LONG,-885.0,45510.0,-1085.0
2024-01-18,2024,LONG,105.0,45615.0,-980.0
2024-01-19,2024,LONG,-5.0,45610.0,-985.0
2024-01-25,2024,SHORT,135.0,45745.0,-850.0
2024-01-29,2024,LONG,1505.0,47250.0,0.0
2024-01-30,2024,SHORT,-205.0,47045.0,-205.0
2024-02-01,2024,LONG,65.0,47110.0,-140.0
2024-02-02,2024,LONG,10.0,47120.0,-130.0
2024-02-06,2024,SHORT,10.0,47130.0,-120.0
2024-02-07,2024,LONG,45.0,47175.0,-75.0
2024-02-09,2024,LONG,-295.0,46880.0,-370.0
2024-02-12,2024,SHORT,-520.0,46360.0,-890.0
2024-02-16,2024,SHORT,0.0,46360.0,-890.0
2024-02-20,2024,SHORT,-305.0,46055.0,-1195.0
2024-02-21,2024,SHORT,-375.0,45680.0,-1570.0
2024-02-22,2024,LONG,225.0,45905.0,-1345.0
2024-02-23,2024,SHORT,820.0,46725.0,-525.0
2024-03-01,2024,LONG,-460.0,46265.0,-985.0
2024-03-05,2024,SHORT,285.0,46550.0,-700.0
2024-03-06,2024,SHORT,120.0,46670.0,-580.0
2024-03-07,2024,LONG,-425.0,46245.0,-1005.0
2024-03-08,2024,SHORT,1790.0,48035.0,0.0
2024-03-12,2024,LONG,215.0,48250.0,0.0
2024-03-14,2024,SHORT,1050.0,49300.0,0.0
2024-03-19,2024,LONG,-695.0,48605.0,-695.0
2024-03-20,2024,LONG,1190.0,49795.0,0.0
2024-03-21,2024,SHORT,-275.0,49520.0,-275.0
2024-03-25,2024,LONG,-760.0,48760.0,-1035.0
2024-03-27,2024,SHORT,-355.0,48405.0,-1390.0
2024-04-03,2024,LONG,-1320.0,47085.0,-2710.0
2024-04-04,2024,SHORT,2120.0,49205.0,-590.0
2024-04-05,2024,LONG,240.0,49445.0,-350.0
2024-04-09,2024,SHORT,-1565.0,47880.0,-1915.0
2024-04-11,2024,LONG,400.0,48280.0,-1515.0
2024-04-12,2024,SHORT,-155.0,48125.0,-1670.0
2024-04-15,2024,SHORT,545.0,48670.0,-1125.0
2024-04-17,2024,SHORT,790.0,49460.0,-335.0
2024-04-18,2024,SHORT,-590.0,48870.0,-925.0
2024-04-19,2024,SHORT,-515.0,48355.0,-1440.0
2024-04-22,2024,LONG,-435.0,47920.0,-1875.0
2024-04-23,2024,LONG,-455.0,47465.0,-2330.0
2024-04-24,2024,SHORT,-1155.0,46310.0,-3485.0
2024-04-25,2024,LONG,1395.0,47705.0,-2090.0
2024-04-26,2024,LONG,420.0,48125.0,-1670.0
2024-04-30,2024,SHORT,-245.0,47880.0,-1915.0
2024-05-01,2024,LONG,-875.0,47005.0,-2790.0
2024-05-08,2024,LONG,230.0,47235.0,-2560.0
2024-05-14,2024,LONG,160.0,47395.0,-2400.0
2024-05-15,2024,LONG,220.0,47615.0,-2180.0
2024-05-20,2024,LONG,630.0,48245.0,-1550.0
2024-05-21,2024,LONG,75.0,48320.0,-1475.0
2024-05-22,2024,SHORT,-245.0,48075.0,-1720.0
2024-05-23,2024,SHORT,-395.0,47680.0,-2115.0
2024-05-24,2024,LONG,-165.0,47515.0,-2280.0
2024-05-29,2024,LONG,400.0,47915.0,-1880.0
2024-05-30,2024,SHORT,680.0,48595.0,-1200.0
2024-05-31,2024,SHORT,-1205.0,47390.0,-2405.0
2024-06-03,2024,SHORT,-610.0,46780.0,-3015.0
2024-06-04,2024,LONG,-865.0,45915.0,-3880.0
2024-06-05,2024,LONG,-35.0,45880.0,-3915.0
2024-06-10,2024,LONG,745.0,46625.0,-3170.0
2024-06-11,2024,LONG,-360.0,46265.0,-3530.0
2024-06-12,2024,LONG,-1095.0,45170.0,-4625.0
2024-06-14,2024,LONG,110.0,45280.0,-4515.0
2024-06-17,2024,LONG,470.0,45750.0,-4045.0
2024-06-20,2024,SHORT,-330.0,45420.0,-4375.0
2024-06-24,2024,SHORT,-320.0,45100.0,-4695.0
2024-06-25,2024,LONG,610.0,45710.0,-4085.0
2024-07-02,2024,LONG,25.0,45735.0,-4060.0
2024-07-05,2024,LONG,225.0,45960.0,-3835.0
2024-07-10,2024,LONG,-120.0,45840.0,-3955.0
2024-07-11,2024,SHORT,565.0,46405.0,-3390.0
2024-07-12,2024,LONG,-710.0,45695.0,-4100.0
2024-07-17,2024,SHORT,-580.0,45115.0,-4680.0
2024-07-18,2024,SHORT,400.0,45515.0,-4280.0
2024-07-19,2024,SHORT,-1010.0,44505.0,-5290.0
2024-07-24,2024,SHORT,550.0,45055.0,-4740.0
2024-07-30,2024,SHORT,265.0,45320.0,-4475.0
2024-07-31,2024,LONG,-2295.0,43025.0,-6770.0
2024-08-01,2024,SHORT,-1825.0,41200.0,-8595.0
2024-08-02,2024,SHORT,-960.0,40240.0,-9555.0
2024-08-05,2024,LONG,1400.0,41640.0,-8155.0
2024-08-06,2024,LONG,-1030.0,40610.0,-9185.0
2024-08-07,2024,SHORT,-1235.0,39375.0,-10420.0
2024-08-08,2024,LONG,-975.0,38400.0,-11395.0
2024-08-13,2024,LONG,-455.0,37945.0,-11850.0
2024-08-15,2024,LONG,-30.0,37915.0,-11880.0
2024-08-19,2024,LONG,275.0,38190.0,-11605.0
2024-08-22,2024,SHORT,640.0,38830.0,-10965.0
2024-08-26,2024,SHORT,535.0,39365.0,-10430.0
2024-08-27,2024,LONG,-190.0,39175.0,-10620.0
2024-08-28,2024,SHORT,-515.0,38660.0,-11135.0
2024-09-03,2024,SHORT,240.0,38900.0,-10895.0
2024-09-06,2024,SHORT,-665.0,38235.0,-11560.0
2024-09-11,2024,LONG,1495.0,39730.0,-10065.0
2024-09-12,2024,LONG,-95.0,39635.0,-10160.0
2024-09-17,2024,SHORT,-280.0,39355.0,-10440.0
2024-09-26,2024,SHORT,-230.0,39125.0,-10670.0
2024-09-27,2024,SHORT,115.0,39240.0,-10555.0
2024-10-01,2024,SHORT,280.0,39520.0,-10275.0
2024-10-07,2024,SHORT,-540.0,38980.0,-10815.0
2024-10-08,2024,LONG,295.0,39275.0,-10520.0
2024-10-09,2024,LONG,0.0,39275.0,-10520.0
2024-10-11,2024,LONG,305.0,39580.0,-10215.0
2024-10-15,2024,SHORT,765.0,40345.0,-9450.0
2024-10-17,2024,SHORT,990.0,41335.0,-8460.0
2024-10-22,2024,LONG,545.0,41880.0,-7915.0
2024-10-23,2024,SHORT,-265.0,41615.0,-8180.0
2024-10-28,2024,SHORT,-290.0,41325.0,-8470.0
2024-10-29,2024,LONG,915.0,42240.0,-7555.0
2024-10-31,2024,SHORT,-625.0,41615.0,-8180.0
2024-11-01,2024,LONG,-210.0,41405.0,-8390.0
2024-11-05,2024,LONG,760.0,42165.0,-7630.0
2024-11-06,2024,LONG,325.0,42490.0,-7305.0
2024-11-07,2024,LONG,30.0,42520.0,-7275.0
2024-11-11,2024,SHORT,-420.0,42100.0,-7695.0
2024-11-15,2024,SHORT,-455.0,41645.0,-8150.0
2024-11-19,2024,LONG,200.0,41845.0,-7950.0
2024-11-20,2024,SHORT,-1005.0,40840.0,-8955.0
2024-11-25,2024,SHORT,70.0,40910.0,-8885.0
2024-11-27,2024,SHORT,105.0,41015.0,-8780.0
2024-12-02,2024,LONG,355.0,41370.0,-8425.0
2024-12-03,2024,LONG,-5.0,41365.0,-8430.0
2024-12-04,2024,LONG,175.0,41540.0,-8255.0
2024-12-06,2024,LONG,230.0,41770.0,-8025.0
2024-12-09,2024,SHORT,570.0,42340.0,-7455.0
2024-12-10,2024,SHORT,785.0,43125.0,-6670.0
2024-12-11,2024,LONG,300.0,43425.0,-6370.0
2024-12-18,2024,SHORT,3735.0,47160.0,-2635.0
2024-12-19,2024,SHORT,-465.0,46695.0,-3100.0
2024-12-20,2024,LONG,-1025.0,45670.0,-4125.0
2024-12-27,2024,SHORT,1050.0,46720.0,-3075.0
2024-12-31,2024,SHORT,-1045.0,45675.0,-4120.0
2025-01-02,2025,SHORT,-1790.0,43885.0,-5910.0
2025-01-03,2025,LONG,-155.0,43730.0,-6065.0
2025-01-07,2025,SHORT,1800.0,45530.0,-4265.0
2025-01-13,2025,LONG,-375.0,45155.0,-4640.0
2025-01-14,2025,SHORT,545.0,45700.0,-4095.0
2025-01-15,2025,LONG,345.0,46045.0,-3750.0
2025-01-22,2025,LONG,-485.0,45560.0,-4235.0
2025-01-24,2025,SHORT,45.0,45605.0,-4190.0
2025-01-28,2025,LONG,-20.0,45585.0,-4210.0
2025-02-03,2025,LONG,-660.0,44925.0,-4870.0
2025-02-04,2025,LONG,-250.0,44675.0,-5120.0
2025-02-05,2025,LONG,635.0,45310.0,-4485.0
2025-02-07,2025,SHORT,565.0,45875.0,-3920.0
2025-02-12,2025,LONG,-320.0,45555.0,-4240.0
2025-02-13,2025,LONG,590.0,46145.0,-3650.0
2025-02-21,2025,SHORT,-340.0,45805.0,-3990.0
2025-02-24,2025,SHORT,660.0,46465.0,-3330.0
2025-02-25,2025,SHORT,-605.0,45860.0,-3935.0
2025-02-26,2025,SHORT,-1080.0,44780.0,-5015.0
2025-02-27,2025,SHORT,2780.0,47560.0,-2235.0
2025-02-28,2025,LONG,1165.0,48725.0,-1070.0
2025-03-03,2025,SHORT,4330.0,53055.0,0.0
2025-03-04,2025,LONG,985.0,54040.0,0.0
2025-03-05,2025,LONG,645.0,54685.0,0.0
2025-03-06,2025,SHORT,-1165.0,53520.0,-1165.0
2025-03-07,2025,LONG,655.0,54175.0,-510.0
2025-03-10,2025,SHORT,-2000.0,52175.0,-2510.0
2025-03-11,2025,LONG,-1790.0,50385.0,-4300.0
2025-03-13,2025,SHORT,1885.0,52270.0,-2415.0
2025-03-14,2025,LONG,-100.0,52170.0,-2515.0
2025-03-17,2025,LONG,-445.0,51725.0,-2960.0
2025-03-19,2025,LONG,-1465.0,50260.0,-4425.0
2025-03-21,2025,LONG,-400.0,49860.0,-4825.0
2025-03-26,2025,SHORT,-180.0,49680.0,-5005.0
2025-03-28,2025,SHORT,380.0,50060.0,-4625.0
2025-03-31,2025,LONG,355.0,50415.0,-4270.0
2025-04-02,2025,LONG,1540.0,51955.0,-2730.0
2025-04-04,2025,SHORT,-2215.0,49740.0,-4945.0
2025-04-07,2025,LONG,-1915.0,47825.0,-6860.0
2025-04-08,2025,SHORT,3580.0,51405.0,-3280.0
2025-04-09,2025,LONG,7225.0,58630.0,0.0
2025-04-10,2025,SHORT,2370.0,61000.0,0.0
2025-04-11,2025,LONG,1690.0,62690.0,0.0
2025-04-16,2025,SHORT,1635.0,64325.0,0.0
2025-04-21,2025,SHORT,-1430.0,62895.0,-1430.0
2025-04-24,2025,LONG,-1100.0,61795.0,-2530.0
2025-05-06,2025,LONG,-115.0,61680.0,-2645.0
2025-05-13,2025,LONG,-150.0,61530.0,-2795.0
2025-05-19,2025,LONG,-800.0,60730.0,-3595.0
2025-05-22,2025,LONG,385.0,61115.0,-3210.0
2025-05-23,2025,LONG,-510.0,60605.0,-3720.0
2025-05-27,2025,LONG,-95.0,60510.0,-3815.0
2025-05-29,2025,SHORT,-185.0,60325.0,-4000.0
2025-06-02,2025,LONG,245.0,60570.0,-3755.0
2025-06-03,2025,LONG,10.0,60580.0,-3745.0
2025-06-05,2025,SHORT,2175.0,62755.0,-1570.0
2025-06-10,2025,LONG,300.0,63055.0,-1270.0
2025-06-11,2025,SHORT,145.0,63200.0,-1125.0
2025-06-12,2025,LONG,-25.0,63175.0,-1150.0
2025-06-16,2025,LONG,-50.0,63125.0,-1200.0
2025-06-20,2025,SHORT,-55.0,63070.0,-1255.0
2025-06-23,2025,LONG,360.0,63430.0,-895.0
2025-06-24,2025,LONG,-115.0,63315.0,-1010.0
2025-06-26,2025,LONG,50.0,63365.0,-960.0
2025-07-02,2025,LONG,-115.0,63250.0,-1075.0
2025-07-14,2025,LONG,-235.0,63015.0,-1310.0
2025-07-15,2025,SHORT,-100.0,62915.0,-1410.0
2025-07-17,2025,LONG,105.0,63020.0,-1305.0
2025-07-18,2025,SHORT,-185.0,62835.0,-1490.0
2025-07-21,2025,LONG,-480.0,62355.0,-1970.0
2025-07-22,2025,SHORT,200.0,62555.0,-1770.0
2025-07-25,2025,LONG,-90.0,62465.0,-1860.0
2025-07-29,2025,SHORT,355.0,62820.0,-1505.0
2025-07-30,2025,SHORT,205.0,63025.0,-1300.0
2025-07-31,2025,SHORT,865.0,63890.0,-435.0
2025-08-01,2025,SHORT,-185.0,63705.0,-620.0
2025-08-04,2025,LONG,85.0,63790.0,-535.0
2025-08-05,2025,SHORT,-535.0,63255.0,-1070.0
2025-08-06,2025,LONG,285.0,63540.0,-785.0
2025-08-07,2025,SHORT,230.0,63770.0,-555.0
2025-08-08,2025,LONG,-110.0,63660.0,-665.0
2025-08-12,2025,LONG,290.0,63950.0,-375.0
2025-08-13,2025,SHORT,-100.0,63850.0,-475.0
2025-08-15,2025,SHORT,50.0,63900.0,-425.0
2025-08-19,2025,SHORT,-60.0,63840.0,-485.0
2025-08-20,2025,SHORT,-1515.0,62325.0,-2000.0
2025-08-22,2025,LONG,-260.0,62065.0,-2260.0
2025-08-28,2025,LONG,-250.0,61815.0,-2510.0
2025-08-29,2025,SHORT,-125.0,61690.0,-2635.0
2025-09-02,2025,LONG,840.0,62530.0,-1795.0
2025-09-04,2025,LONG,135.0,62665.0,-1660.0
2025-09-05,2025,SHORT,-595.0,62070.0,-2255.0
2025-09-10,2025,SHORT,1020.0,63090.0,-1235.0
2025-09-12,2025,LONG,-625.0,62465.0,-1860.0
2025-09-15,2025,LONG,0.0,62465.0,-1860.0
2025-09-17,2025,SHORT,-2775.0,59690.0,-4635.0
2025-09-22,2025,LONG,45.0,59735.0,-4590.0
2025-09-23,2025,SHORT,-250.0,59485.0,-4840.0
2025-09-24,2025,SHORT,315.0,59800.0,-4525.0
2025-10-01,2025,LONG,0.0,59800.0,-4525.0
2025-10-03,2025,SHORT,90.0,59890.0,-4435.0
2025-10-07,2025,SHORT,315.0,60205.0,-4120.0
2025-10-08,2025,LONG,810.0,61015.0,-3310.0
2025-10-09,2025,SHORT,-620.0,60395.0,-3930.0
2025-10-10,2025,SHORT,1155.0,61550.0,-2775.0
2025-10-14,2025,LONG,-35.0,61515.0,-2810.0
2025-10-16,2025,SHORT,1275.0,62790.0,-1535.0
2025-10-17,2025,LONG,540.0,63330.0,-995.0
2025-10-20,2025,LONG,-115.0,63215.0,-1110.0
2025-10-22,2025,SHORT,-1060.0,62155.0,-2170.0
2025-10-23,2025,LONG,-20.0,62135.0,-2190.0
2025-10-28,2025,LONG,580.0,62715.0,-1610.0
2025-10-30,2025,SHORT,1175.0,63890.0,-435.0
2025-10-31,2025,SHORT,-1525.0,62365.0,-1960.0
2025-11-04,2025,SHORT,-325.0,62040.0,-2285.0
2025-11-05,2025,LONG,-600.0,61440.0,-2885.0
2025-11-06,2025,SHORT,1005.0,62445.0,-1880.0
2025-11-10,2025,LONG,155.0,62600.0,-1725.0
2025-11-12,2025,SHORT,-590.0,62010.0,-2315.0
2025-11-13,2025,SHORT,-470.0,61540.0,-2785.0
2025-11-14,2025,LONG,-1815.0,59725.0,-4600.0
2025-11-17,2025,SHORT,-850.0,58875.0,-5450.0
2025-11-20,2025,SHORT,1945.0,60820.0,-3505.0
2025-11-21,2025,LONG,-1345.0,59475.0,-4850.0
2025-11-24,2025,LONG,380.0,59855.0,-4470.0
2025-12-08,2025,SHORT,-410.0,59445.0,-4880.0
2025-12-10,2025,LONG,-10.0,59435.0,-4890.0
2025-12-12,2025,SHORT,660.0,60095.0,-4230.0
2025-12-15,2025,SHORT,560.0,60655.0,-3670.0
2025-12-17,2025,SHORT,390.0,61045.0,-3280.0
2025-12-19,2025,LONG,260.0,61305.0,-3020.0
2025-12-23,2025,LONG,-5.0,61300.0,-3025.0
2025-12-31,2025,SHORT,1170.0,62470.0,-1855.0
2026-01-02,2026,SHORT,-700.0,61770.0,-2555.0
2026-01-06,2026,LONG,10.0,61780.0,-2545.0
2026-01-07,2026,LONG,-910.0,60870.0,-3455.0
2026-01-08,2026,SHORT,-880.0,59990.0,-4335.0
2026-01-09,2026,LONG,290.0,60280.0,-4045.0
2026-01-12,2026,LONG,-475.0,59805.0,-4520.0
2026-01-13,2026,SHORT,720.0,60525.0,-3800.0
2026-01-14,2026,SHORT,-1295.0,59230.0,-5095.0
2026-01-15,2026,SHORT,675.0,59905.0,-4420.0
2026-01-16,2026,SHORT,25.0,59930.0,-4395.0
2026-01-21,2026,LONG,-3110.0,56820.0,-7505.0
2026-01-23,2026,LONG,-810.0,56010.0,-8315.0
2026-01-26,2026,LONG,30.0,56040.0,-8285.0
2026-01-29,2026,SHORT,-100.0,55940.0,-8385.0
2026-01-30,2026,SHORT,1285.0,57225.0,-7100.0
2026-02-02,2026,LONG,315.0,57540.0,-6785.0
2026-02-03,2026,SHORT,-420.0,57120.0,-7205.0
2026-02-04,2026,SHORT,1020.0,58140.0,-6185.0
2026-02-06,2026,LONG,950.0,59090.0,-5235.0
2026-02-09,2026,LONG,-655.0,58435.0,-5890.0
2026-02-12,2026,SHORT,1865.0,60300.0,-4025.0
2026-02-20,2026,LONG,-45.0,60255.0,-4070.0
2026-02-23,2026,SHORT,-360.0,59895.0,-4430.0
2026-02-24,2026,LONG,-465.0,59430.0,-4895.0
2026-02-25,2026,LONG,-50.0,59380.0,-4945.0
2026-02-26,2026,SHORT,645.0,60025.0,-4300.0
2026-03-02,2026,LONG,-2320.0,57705.0,-6620.0
2026-03-03,2026,LONG,-85.0,57620.0,-6705.0
2026-03-04,2026,LONG,-770.0,56850.0,-7475.0
2026-03-09,2026,LONG,5830.0,62680.0,-1645.0
2026-03-12,2026,SHORT,-355.0,62325.0,-2000.0
2026-03-13,2026,SHORT,1395.0,63720.0,-605.0
2026-03-18,2026,SHORT,430.0,64150.0,-175.0
2026-03-20,2026,SHORT,695.0,64845.0,0.0
2026-03-26,2026,SHORT,825.0,65670.0,0.0
2026-03-27,2026,SHORT,190.0,65860.0,0.0
2026-03-30,2026,SHORT,1710.0,67570.0,0.0
2026-03-31,2026,LONG,470.0,68040.0,0.0
2026-04-02,2026,LONG,100.0,68140.0,0.0
2026-04-08,2026,SHORT,-190.0,67950.0,-190.0
2026-04-13,2026,LONG,220.0,68170.0,0.0
2026-04-14,2026,LONG,1405.0,69575.0,0.0
2026-04-15,2026,LONG,625.0,70200.0,0.0
2026-04-23,2026,SHORT,-1095.0,69105.0,-1095.0
2026-04-24,2026,LONG,205.0,69310.0,-890.0
2026-05-01,2026,LONG,1450.0,70760.0,0.0
2026-05-05,2026,LONG,-45.0,70715.0,-45.0
2026-05-06,2026,LONG,1070.0,71785.0,0.0
2026-05-08,2026,LONG,420.0,72205.0,0.0
2026-05-12,2026,SHORT,-1785.0,70420.0,-1785.0
2026-05-13,2026,LONG,1020.0,71440.0,-765.0
2026-05-14,2026,LONG,-260.0,71180.0,-1025.0
2026-05-18,2026,SHORT,-1690.0,69490.0,-2715.0
2026-05-20,2026,LONG,780.0,70270.0,-1935.0
2026-05-28,2026,LONG,205.0,70475.0,-1730.0
2026-06-01,2026,LONG,-25.0,70450.0,-1755.0
2026-06-04,2026,LONG,720.0,71170.0,-1035.0
2026-06-05,2026,SHORT,540.0,71710.0,-495.0
2026-06-09,2026,SHORT,2305.0,74015.0,0.0
2026-06-10,2026,SHORT,1060.0,75075.0,0.0
2026-06-11,2026,LONG,3130.0,78205.0,0.0
2026-06-15,2026,LONG,-570.0,77635.0,-570.0
