date,n_bars,day_range,absmove_5m,absmove_15m,absmove_30m,absmove_60m,absmove_30m_rth
2025-05-14,1380,181.29999999999927,5.0,10.2,15.5,15.05,14.0
2025-05-15,1380,337.7999999999993,6.5,10.5,21.2,31.9,39.65
2025-05-16,1020,191.79999999999927,5.7,11.8,13.6,19.1,17.5
2025-05-18,360,222.0,6.8,18.2,18.0,32.7,
2025-05-19,1380,449.7000000000007,6.8,14.0,24.2,27.35,32.6
2025-05-20,1380,189.0,6.0,12.0,15.2,21.8,21.8
2025-05-21,1380,485.7000000000007,7.7,13.3,16.8,33.0,52.9
2025-05-22,1380,297.5,7.2,10.7,16.0,30.5,26.85
2025-05-23,1020,504.0,9.0,15.6,26.3,32.65,27.65
2025-05-25,360,279.2999999999993,7.2,22.0,14.5,7.0,
2025-05-26,1140,166.29999999999927,4.2,8.8,11.7,14.0,
2025-05-27,1380,343.5,4.7,8.5,11.2,22.4,19.5
2025-05-28,1380,512.2999999999993,5.7,10.0,11.8,16.25,16.05
2025-05-29,1380,590.2999999999993,7.8,13.5,19.7,29.65,40.75
2025-05-30,1020,362.0,8.8,15.0,21.8,45.05,56.9
2025-06-01,360,122.0,3.8,10.5,10.0,6.2,
2025-06-02,1380,413.2000000000007,6.5,13.2,17.0,16.05,30.9
2025-06-03,1380,360.59999999999854,5.6,8.4,13.7,10.65,13.8
2025-06-04,1380,162.0,4.2,7.6,11.8,13.35,14.95
2025-06-05,1380,464.0,6.5,12.0,17.6,36.3,59.5
2025-06-06,1020,272.0,6.2,10.0,20.0,23.65,34.75
2025-06-08,360,104.79999999999927,3.7,6.0,9.0,10.6,
2025-06-09,1380,244.20000000000073,4.0,7.3,9.3,10.25,8.5
2025-06-10,1380,270.7999999999993,5.0,8.5,9.8,14.4,23.2
2025-06-11,1380,352.0,6.0,11.5,19.0,26.6,23.8
2025-06-12,1380,506.2000000000007,7.7,13.3,16.8,20.15,18.05
2025-06-13,1020,341.2999999999993,8.8,15.5,18.3,29.3,27.1
2025-06-15,360,436.2000000000007,5.8,11.4,17.0,12.2,
2025-06-16,1378,481.2000000000007,6.0,11.5,16.7,27.9,12.75
2025-06-17,1380,272.7999999999993,7.2,11.0,15.5,24.7,14.1
2025-06-18,1380,307.7999999999993,6.2,11.4,18.0,19.3,35.85
2025-06-19,1140,280.0,6.6,8.8,15.3,20.7,
2025-06-20,1020,365.5,6.5,14.7,23.2,41.5,57.5
2025-06-22,360,220.20000000000073,4.6,7.0,11.6,17.0,
2025-06-23,1380,533.2999999999993,7.0,11.8,14.4,25.2,15.3
2025-06-24,1380,228.0,4.2,8.3,10.6,19.55,14.0
2025-06-25,1380,159.70000000000073,3.5,6.5,9.2,12.5,11.6
2025-06-26,1380,237.5,4.0,6.2,7.6,17.9,9.6
2025-06-27,1020,225.5,4.2,9.3,12.2,32.4,31.3
2025-06-29,360,129.0,4.5,8.8,14.0,18.2,
2025-06-30,1380,153.79999999999927,4.0,8.7,12.3,8.75,12.5
2025-07-01,1380,283.5,4.7,6.2,10.2,17.0,27.65
2025-07-02,1380,300.0,4.0,6.4,12.0,9.0,11.4
2025-07-03,1154,272.5,3.2,6.4,7.1,14.4,
2025-07-04,780,133.20000000000073,4.3,5.2,6.0,14.4,
2025-07-06,360,114.0,4.2,6.2,7.7,16.5,
2025-07-07,1380,222.0,5.0,8.7,14.7,19.3,25.25
2025-07-08,1378,131.79999999999927,4.3,6.7,8.6,12.75,14.85
2025-07-09,1380,268.5,4.2,6.5,10.0,18.6,22.5
2025-07-10,1380,258.5,4.3,6.0,11.5,21.9,14.7
2025-07-11,1020,169.5,6.0,9.5,15.3,20.65,9.55
2025-07-13,360,87.5,3.6,5.2,9.6,4.5,
2025-07-14,1380,369.59999999999854,4.0,6.3,9.5,12.65,14.35
2025-07-15,1380,249.0,4.5,10.5,15.0,21.9,37.9
2025-07-16,1380,264.5,4.7,7.2,9.8,17.4,26.1
2025-07-17,1380,261.7999999999993,3.8,6.5,9.0,12.95,12.25
2025-07-18,1020,151.29999999999927,3.3,5.3,9.7,8.3,19.8
2025-07-20,360,73.40000000000146,1.7,3.3,5.0,13.6,
2025-07-21,1380,201.0,2.7,4.8,7.3,14.95,16.7
2025-07-22,1380,241.79999999999927,4.0,8.8,17.2,25.15,18.45
2025-07-23,1380,276.0,3.8,7.0,10.0,13.8,21.75
2025-07-24,1380,143.59999999999854,3.0,5.0,8.5,10.85,17.0
2025-07-25,1020,145.20000000000073,3.3,6.2,8.8,15.0,9.6
2025-07-27,360,62.5,2.5,4.8,8.0,10.5,
2025-07-28,1380,148.40000000000146,3.0,4.8,6.5,11.6,6.0
2025-07-29,1379,231.29999999999927,3.6,5.4,6.8,9.1,19.5
2025-07-30,1380,444.2999999999993,4.4,6.0,8.3,14.85,16.4
2025-07-31,1380,613.5,6.2,10.7,15.6,28.85,28.8
2025-08-01,1020,550.0,10.5,17.3,28.3,40.45,44.8
2025-08-03,360,166.70000000000073,6.0,6.5,12.0,19.7,
2025-08-04,1380,427.0,4.8,8.2,9.3,13.4,10.55
2025-08-05,1380,358.7000000000007,5.8,12.0,13.6,20.4,31.2
2025-08-06,1380,404.0,5.2,9.0,9.8,20.15,23.6
2025-08-07,1380,342.0,6.0,12.5,15.0,28.1,30.1
2025-08-08,1020,264.7999999999993,4.8,8.0,10.2,12.35,13.65
2025-08-10,360,72.0,2.0,4.8,4.0,19.7,
2025-08-11,1380,217.0,4.7,6.5,12.8,11.75,21.2
2025-08-12,1380,374.0,4.0,6.5,12.0,19.65,23.35
2025-08-13,1380,182.5,3.6,7.2,8.8,13.15,9.9
2025-08-14,1379,214.59999999999854,4.6,8.0,12.7,18.3,28.8
2025-08-15,1020,228.5,4.8,7.0,10.7,9.7,20.1
2025-08-17,360,86.79999999999927,2.3,3.5,6.2,8.0,
2025-08-18,1380,141.0,5.0,8.0,12.2,12.95,25.0
2025-08-19,1380,468.2999999999993,4.5,8.5,13.5,19.9,34.9
2025-08-20,1380,417.0,6.0,11.3,15.7,15.25,47.3
2025-08-21,1380,249.20000000000073,6.7,9.5,17.0,13.25,29.35
2025-08-22,1019,573.2000000000007,6.3,9.7,15.2,32.05,20.45
2025-08-24,360,87.0,4.0,8.0,11.8,18.8,
2025-08-25,1380,244.70000000000073,4.0,8.2,12.2,18.3,11.2
2025-08-26,1380,213.79999999999927,3.5,6.6,7.6,14.7,17.4
2025-08-27,1380,254.20000000000073,4.0,5.8,11.4,14.4,21.05
2025-08-28,1380,264.2999999999993,3.8,8.7,10.2,14.65,20.3
2025-08-29,1020,339.5,5.0,9.3,9.6,12.15,18.35
2025-08-31,360,120.70000000000073,4.0,7.2,10.8,21.3,
2025-09-01,1140,139.0,3.5,4.5,8.0,11.0,
2025-09-02,1380,426.7999999999993,6.2,10.2,18.0,29.6,38.35
2025-09-03,1380,224.0,6.0,11.7,9.3,16.9,13.85
2025-09-04,1380,332.7999999999993,4.0,8.0,10.0,15.7,14.0
2025-09-05,1020,397.0,5.5,10.0,14.0,24.6,26.25
2025-09-07,360,141.0,3.3,7.2,13.2,25.7,
2025-09-08,1380,163.5,3.7,7.0,10.2,10.25,21.1
2025-09-09,1380,195.20000000000073,4.3,6.3,8.0,6.55,14.5
2025-09-10,1379,259.2000000000007,4.3,6.4,8.0,15.65,17.9
2025-09-11,1380,208.0,3.2,6.0,7.5,7.65,11.25
2025-09-12,1020,190.0,3.4,5.3,7.5,12.85,18.05
2025-09-14,359,39.0,2.3,4.7,5.2,8.6,
2025-09-15,1379,513.5,3.6,6.4,8.4,10.2,9.75
2025-09-16,1380,148.0,2.8,5.4,8.0,13.8,9.6
2025-09-17,1380,403.0,4.7,7.3,13.0,15.95,23.2
2025-09-18,1380,229.5,5.2,9.6,17.0,19.35,33.15
2025-09-19,1020,233.0,5.0,8.5,12.8,12.6,10.45
2025-09-21,360,49.20000000000073,2.5,6.0,6.2,7.0,
2025-09-22,1379,278.40000000000146,3.0,5.8,7.7,12.65,11.6
2025-09-23,1380,245.5,3.4,6.0,11.2,11.7,16.9
2025-09-24,1380,286.5,3.5,6.3,8.8,11.5,17.5
2025-09-25,1380,366.0,6.0,11.0,15.0,24.1,41.35
2025-09-26,1020,227.5,6.7,13.6,20.4,29.5,22.7
2025-09-28,360,96.20000000000073,3.6,5.8,5.5,20.8,
2025-09-29,1380,195.0,3.8,8.4,14.5,17.4,18.35
2025-09-30,1380,191.59999999999854,5.5,10.2,13.7,22.75,28.7
2025-10-01,1380,443.2999999999993,4.5,6.5,11.5,20.85,16.85
2025-10-02,1380,186.20000000000073,3.2,5.8,11.3,19.4,12.1
2025-10-03,1020,273.2999999999993,5.0,6.4,12.4,22.65,23.25
2025-10-05,360,104.0,2.0,5.4,5.6,6.0,
2025-10-06,1380,207.29999999999927,4.0,6.7,8.0,16.45,13.95
2025-10-07,1380,290.2000000000007,4.5,8.3,15.0,13.75,24.5
2025-10-08,1380,367.7999999999993,3.7,8.0,13.7,13.0,16.8
2025-10-09,1380,207.0,3.8,8.3,13.7,11.75,32.65
2025-10-10,1020,1229.5,7.2,12.4,19.7,31.4,48.15
2025-10-12,360,313.5,6.4,16.5,20.7,40.3,
2025-10-13,1380,319.7000000000007,7.6,14.0,19.8,28.35,35.85
2025-10-14,1380,526.5,11.3,19.2,25.8,37.1,27.95
2025-10-15,1380,451.7999999999993,7.2,13.3,20.5,24.55,51.05
2025-10-16,1380,536.0,9.5,16.4,26.0,26.3,68.75
2025-10-17,1020,645.7999999999993,15.0,20.7,39.4,37.9,73.8
2025-10-19,360,143.40000000000146,4.7,11.6,14.6,20.5,
2025-10-20,1380,330.0,5.5,9.3,12.7,15.8,12.0
2025-10-21,1380,145.29999999999927,5.0,7.8,10.6,18.65,13.15
2025-10-22,1380,533.4000000000015,8.0,16.8,19.7,40.85,59.0
2025-10-23,1380,393.0,5.8,10.3,12.7,17.2,10.3
2025-10-24,1020,251.0,5.4,7.3,8.7,14.9,6.6
2025-10-26,360,73.0,4.0,6.7,10.8,15.0,
2025-10-27,1380,265.7999999999993,3.8,6.0,7.0,10.65,5.6
2025-10-28,1380,309.7999999999993,4.2,8.0,14.3,18.1,18.65
2025-10-29,1380,349.7999999999993,6.0,12.0,16.3,23.65,24.65
2025-10-30,1380,529.7999999999993,9.2,18.2,26.0,46.65,37.0
2025-10-31,1020,385.2000000000007,7.2,12.0,21.6,29.5,39.35
2025-11-02,360,110.20000000000073,5.2,6.2,17.0,27.2,
2025-11-03,1380,360.5,6.0,11.2,18.5,22.0,24.5
2025-11-04,1380,645.0,11.7,19.3,34.0,62.35,34.0
2025-11-05,1380,476.0,9.3,15.5,24.4,48.6,24.9
2025-11-06,1380,660.2000000000007,9.7,18.5,24.0,42.25,35.15
2025-11-07,1020,645.5999999999985,13.0,19.4,32.2,69.5,58.7
2025-11-09,360,220.0,7.3,8.7,17.2,27.4,
2025-11-10,1380,316.7999999999993,6.4,10.2,13.0,11.7,24.65
2025-11-11,1380,283.0,6.0,9.8,15.7,20.15,25.25
2025-11-12,1380,341.2000000000007,7.0,11.6,19.7,30.85,34.95
2025-11-13,1380,719.0,9.7,14.5,14.7,28.1,35.6
2025-11-14,1020,667.2000000000007,14.7,32.0,39.5,64.25,48.75
2025-11-16,360,262.7999999999993,5.2,18.8,19.0,48.0,
2025-11-17,1380,754.2000000000007,11.3,19.8,31.8,70.8,58.3
2025-11-18,1380,483.2999999999993,12.2,21.5,32.3,60.3,83.15
2025-11-19,1380,751.0,10.5,17.0,31.6,31.1,56.45
2025-11-20,1380,1292.0,12.8,22.7,29.2,52.5,86.4
2025-11-21,1020,691.7000000000007,21.2,30.3,47.8,89.3,94.85
2025-11-23,360,151.20000000000073,9.8,13.5,25.7,38.2,
2025-11-24,1380,631.7000000000007,8.0,14.7,17.7,28.15,22.3
2025-11-25,1380,594.5,7.0,12.0,16.2,27.0,35.95
2025-11-26,1380,257.5,5.2,9.5,13.8,17.25,20.0
2025-11-27,1003,82.20000000000073,3.1,4.5,7.7,7.15,
2025-11-28,285,168.79999999999927,8.7,17.25,11.8,10.9,
2025-11-30,360,318.7999999999993,8.2,11.7,17.2,38.7,
2025-12-01,1380,302.59999999999854,6.8,14.6,16.6,25.0,18.9
2025-12-02,1380,352.2000000000007,6.2,10.5,14.6,14.3,50.75
2025-12-03,1380,263.7000000000007,4.2,7.7,12.6,10.35,9.45
2025-12-04,1380,243.70000000000073,4.7,9.2,14.0,13.9,31.85
2025-12-05,1020,288.2000000000007,5.2,8.2,13.7,10.75,32.1
2025-12-07,360,103.0,3.0,5.0,9.2,19.0,
2025-12-08,1380,296.0,4.6,7.0,13.5,19.65,32.45
2025-12-09,1380,175.79999999999927,4.0,8.0,8.6,14.2,10.0
2025-12-10,1380,487.7999999999993,7.2,10.2,20.5,23.25,37.15
2025-12-11,1380,471.2999999999993,6.3,12.8,23.3,26.95,38.35
2025-12-12,1020,586.2000000000007,8.3,13.5,18.8,35.15,45.25
2025-12-14,360,151.70000000000073,5.0,7.7,17.0,25.5,
2025-12-15,1380,564.5,7.4,15.0,17.8,34.95,47.7
2025-12-16,1380,370.7999999999993,9.0,19.7,26.0,26.65,82.5
2025-12-17,1380,620.7000000000007,9.3,9.3,16.8,25.45,13.15
2025-12-18,1380,458.7000000000007,7.5,11.0,19.7,22.6,40.1
2025-12-19,1020,333.40000000000146,7.6,11.7,11.7,21.75,14.05
2025-12-21,360,67.0,2.8,5.3,8.0,21.5,
2025-12-22,1380,166.79999999999927,3.5,5.2,9.0,12.3,13.8
2025-12-23,1379,218.79999999999927,3.4,6.0,7.6,14.9,12.45
2025-12-24,793,114.5,2.4,3.55,2.9,7.4,
2025-12-25,359,51.70000000000073,2.0,4.5,8.7,16.4,
2025-12-26,1018,101.0,3.0,6.0,6.3,13.9,13.1
2025-12-28,360,72.79999999999927,2.6,5.4,7.0,11.2,
2025-12-29,1380,208.0,4.2,7.5,11.0,16.95,15.6
2025-12-30,1380,205.79999999999927,4.0,7.2,11.7,18.65,22.6
2025-12-31,1020,287.7999999999993,4.8,10.0,16.2,26.25,22.95
2026-01-01,360,189.70000000000073,5.0,11.0,14.0,30.0,
2026-01-02,1020,538.5999999999985,7.0,11.2,15.0,14.7,40.0
2026-01-04,360,85.29999999999927,5.0,6.5,6.8,8.3,
2026-01-05,1379,253.0,5.0,10.8,17.0,21.5,23.7
2026-01-06,1380,317.2999999999993,4.0,6.3,10.0,13.5,6.1
2026-01-07,1380,269.2000000000007,4.5,6.8,10.0,16.15,30.4
2026-01-08,1380,249.0,6.2,9.8,19.0,21.8,31.75
2026-01-09,1020,370.0,6.2,10.3,16.0,14.5,19.4
2026-01-11,360,249.79999999999927,5.0,13.2,15.6,20.8,
2026-01-12,1380,387.7000000000007,5.0,9.3,12.6,15.3,16.65
2026-01-13,1380,242.29999999999927,5.7,9.6,15.0,17.05,26.25
2026-01-14,1380,462.40000000000146,7.6,12.0,16.8,24.5,45.15
2026-01-15,1380,376.2999999999993,6.5,9.2,12.0,22.95,26.35
2026-01-16,1020,299.5,6.0,9.2,14.0,18.35,22.15
2026-01-18,360,109.0,7.8,8.2,9.2,10.0,
2026-01-19,1140,203.29999999999927,7.5,14.8,24.6,19.35,
2026-01-20,1380,334.59999999999854,9.5,13.4,25.3,52.85,28.85
2026-01-21,1380,628.5,7.0,12.2,22.0,38.05,70.4
2026-01-22,1380,256.0,6.5,12.0,22.0,28.7,28.65
2026-01-23,1020,305.59999999999854,7.5,13.5,25.0,33.0,43.05
2026-01-25,360,303.59999999999854,6.0,20.5,26.5,35.2,
2026-01-26,1380,420.7999999999993,4.8,8.2,16.8,25.5,20.75
2026-01-27,1380,311.0,4.0,8.4,10.0,22.2,7.5
2026-01-28,1380,355.7999999999993,7.0,14.2,18.7,32.35,18.1
2026-01-29,1380,744.5,8.0,20.2,20.8,25.25,58.8
2026-01-30,1020,371.2000000000007,13.8,21.3,35.8,59.8,55.7
2026-02-01,360,429.59999999999854,16.0,27.4,57.7,79.7,
2026-02-02,1380,810.5999999999985,8.5,17.6,23.0,49.1,21.9
2026-02-03,1380,808.7999999999993,9.0,13.6,13.0,21.55,64.05
2026-02-04,1380,730.7000000000007,13.7,20.6,33.2,43.6,64.7
2026-02-05,1380,884.0,16.3,27.0,35.6,40.55,37.05
2026-02-06,1020,791.2000000000007,12.5,21.0,30.7,45.6,34.0
2026-02-08,360,192.70000000000073,8.7,12.0,16.6,36.4,
2026-02-09,1380,473.2999999999993,8.8,15.7,20.8,24.5,38.9
2026-02-10,1380,249.0,7.3,11.5,16.2,18.15,19.9
2026-02-11,1380,407.0,9.7,15.8,26.0,28.3,34.3
2026-02-12,1380,710.0,8.2,16.5,20.5,30.9,57.85
2026-02-13,1020,416.7000000000007,15.8,21.3,34.0,43.3,34.3
2026-02-15,359,118.0,5.5,11.5,10.8,3.8,
2026-02-16,1139,349.0,8.0,10.4,15.0,27.4,
2026-02-17,1380,440.59999999999854,10.5,17.8,16.7,33.2,63.6
2026-02-18,1380,376.2000000000007,7.3,13.5,15.5,25.0,41.4
2026-02-19,1380,305.0,7.2,12.0,15.7,33.45,18.35
2026-02-20,1020,461.0,9.2,16.0,37.3,43.7,101.8
2026-02-22,360,251.79999999999927,8.0,10.5,11.5,12.5,
2026-02-23,1380,372.0,7.6,11.0,19.4,26.5,27.95
2026-02-24,1380,420.0,8.2,11.5,19.3,24.75,29.4
2026-02-25,1380,477.2999999999993,5.2,8.0,12.0,16.15,13.3
2026-02-26,1380,553.4000000000015,7.2,12.0,16.5,18.9,47.7
2026-02-27,1020,316.7999999999993,10.8,16.0,17.0,25.15,13.85
2026-03-01,360,265.7000000000007,11.0,15.3,27.5,37.5,
2026-03-02,1380,624.0,11.2,18.2,28.5,52.3,46.5
2026-03-03,1380,498.0,15.7,22.8,36.2,53.65,55.75
2026-03-04,1380,751.0,10.8,22.0,31.0,42.0,25.5
2026-03-05,1380,437.2999999999993,11.3,19.7,33.7,29.85,99.75
2026-03-06,1020,540.5,11.7,19.3,25.2,31.6,50.15
2026-03-08,360,473.0,13.8,16.0,45.7,84.8,
2026-03-09,1380,971.7999999999993,14.8,25.4,31.5,53.95,44.75
2026-03-10,1380,354.2999999999993,10.2,16.7,29.0,27.0,46.3
2026-03-11,1380,484.5,10.0,19.5,27.8,58.35,49.0
2026-03-12,1380,436.7999999999993,10.7,17.7,18.5,39.9,18.9
2026-03-13,1020,471.40000000000146,11.4,22.6,25.0,49.25,50.0
2026-03-15,360,476.7999999999993,8.0,18.4,24.7,48.5,
2026-03-16,1380,531.2000000000007,8.2,15.0,17.4,33.85,36.6
2026-03-17,1380,416.0,6.6,11.6,17.4,21.1,24.35
2026-03-18,1380,648.2999999999993,7.0,15.4,24.0,31.0,35.1
2026-03-19,1380,364.7000000000007,13.0,15.5,19.0,24.4,33.3
2026-03-20,1020,651.2999999999993,12.3,24.2,32.2,41.15,35.35
2026-03-22,360,205.0,12.0,26.7,30.0,61.2,
2026-03-23,1380,990.5,15.0,25.2,36.8,44.15,28.85
2026-03-24,1380,416.0,12.3,20.2,31.7,37.65,34.55
2026-03-25,1380,292.0,8.6,20.3,33.0,39.45,29.4
2026-03-26,1380,621.7999999999993,8.8,16.0,27.7,55.95,35.5
2026-03-27,1020,743.5,11.5,18.0,27.8,38.9,29.55
2026-03-29,360,213.5,8.5,21.3,40.8,47.5,
2026-03-30,1380,612.5,10.0,16.3,28.0,35.35,51.6
2026-03-31,1380,813.2000000000007,11.7,17.7,21.0,40.4,45.3
2026-04-01,1380,533.2000000000007,9.4,17.0,30.4,42.75,51.25
2026-04-02,1379,600.7999999999993,7.5,13.4,26.5,30.9,51.6
2026-04-03,550,139.20000000000073,4.2,7.95,9.05,10.5,
2026-04-05,360,345.2999999999993,9.2,17.0,39.4,44.3,
2026-04-06,1380,299.2000000000007,7.8,13.7,16.6,32.2,28.3
2026-04-07,1380,1177.2999999999993,11.2,20.0,33.0,63.6,60.15
2026-04-08,1380,330.5,7.7,13.0,24.4,26.4,42.55
2026-04-09,1380,350.7999999999993,6.2,13.0,14.4,21.9,33.75
2026-04-10,1020,190.20000000000073,6.4,13.8,15.8,14.6,19.0
2026-04-12,360,189.29999999999927,7.0,13.0,17.2,16.0,
2026-04-13,1380,569.7000000000007,6.2,10.0,12.6,18.25,21.25
2026-04-14,1380,478.0,5.0,7.3,12.0,31.75,34.8
2026-04-15,1380,531.4000000000015,5.8,9.0,15.2,24.85,34.8
2026-04-16,1380,288.5,5.2,7.4,9.5,15.95,54.8
2026-04-17,1020,444.7999999999993,6.2,14.0,14.2,27.8,21.6
2026-04-19,360,179.79999999999927,5.2,6.6,11.7,25.3,
2026-04-20,1380,269.7000000000007,5.4,10.2,14.8,24.8,18.85
2026-04-21,1379,350.0,6.0,11.2,13.8,25.85,36.65
2026-04-22,1380,370.5,7.0,13.0,18.0,23.6,30.25
2026-04-23,1380,474.0,7.4,13.7,22.0,35.25,44.9
2026-04-24,1020,446.2999999999993,8.3,16.2,18.7,26.95,31.35
2026-04-26,360,198.29999999999927,4.7,11.6,21.0,11.7,
2026-04-27,1380,241.5,6.2,9.0,15.3,23.4,18.85
2026-04-28,1380,430.0,7.5,13.8,25.0,38.05,23.4
2026-04-29,1380,528.7999999999993,9.6,14.7,19.5,34.45,40.8
2026-04-30,1380,511.2999999999993,8.8,19.5,27.0,32.0,30.25
2026-05-01,1020,380.7999999999993,6.7,11.8,21.0,16.9,33.75
2026-05-03,360,144.79999999999927,6.4,19.4,26.4,28.2,
2026-05-04,1380,352.7999999999993,6.7,13.5,17.4,19.9,19.45
2026-05-05,1380,603.7999999999993,6.6,9.3,18.7,22.0,17.0
2026-05-06,1380,500.0,8.0,12.0,26.0,33.35,36.8
2026-05-07,1380,403.7999999999993,8.0,14.0,25.0,30.15,45.85
2026-05-08,1020,628.5999999999985,8.2,15.3,21.0,27.75,32.35
2026-05-10,360,174.0,9.6,16.8,30.0,19.8,
2026-05-11,1380,253.0,9.0,13.2,20.3,28.0,27.4
2026-05-12,1380,595.5,10.0,19.0,25.6,43.8,51.4
2026-05-13,1380,618.0,9.3,15.0,31.3,32.35,44.25
2026-05-14,1380,333.7999999999993,10.2,16.8,18.6,30.9,32.5
2026-05-15,1020,473.7000000000007,18.5,24.4,63.7,105.6,62.95
2026-05-17,360,357.7999999999993,17.8,31.5,33.5,37.7,
2026-05-18,1380,605.0,16.3,29.8,36.2,69.8,57.35
2026-05-19,1380,463.5,15.3,26.0,31.6,58.0,51.6
2026-05-20,1380,527.0,10.7,19.0,23.5,49.85,25.1
2026-05-21,1380,476.5,10.8,18.0,33.7,48.3,68.85
2026-05-22,1020,313.0,10.5,18.0,27.7,33.4,32.15
2026-05-24,360,311.7999999999993,7.4,10.0,22.5,48.8,
2026-05-25,1140,224.79999999999927,5.8,8.7,7.5,10.2,
2026-05-26,1380,415.2000000000007,8.7,12.2,20.8,22.8,56.85
2026-05-27,1380,583.2000000000007,9.3,20.5,26.0,41.85,32.75
2026-05-28,1380,599.0,8.8,13.0,20.2,35.1,30.5
2026-05-29,1020,276.0,8.5,16.4,21.7,28.8,70.9
2026-05-31,360,234.0,6.7,8.8,14.5,26.5,
2026-06-01,1380,401.5,8.0,17.3,22.4,42.95,27.15
2026-06-02,1380,405.7000000000007,7.7,15.0,19.3,26.4,26.4
2026-06-03,1380,455.2999999999993,10.5,17.6,32.7,24.85,40.85
2026-06-04,1380,551.0,12.2,21.7,31.3,46.6,36.25
2026-06-05,1020,1477.7999999999993,14.7,28.0,40.8,59.9,78.1
2026-06-07,360,465.2999999999993,21.2,33.2,69.2,97.7,
2026-06-08,1380,770.2000000000007,14.7,27.2,39.0,68.5,69.25
2026-06-09,1380,1620.4000000000015,17.3,27.7,29.0,52.1,151.5
2026-06-10,1380,984.2000000000007,23.6,34.2,54.8,85.45,84.9
2026-06-11,1380,1068.0,15.0,24.3,37.2,61.15,130.0
2026-06-12,1020,530.0,17.8,36.2,53.3,66.85,48.95
2026-06-14,360,328.5,7.5,16.0,25.0,32.8,
2026-06-15,1140,445.0,8.7,20.0,19.8,28.15,34.3
