t_et,side,symbol,entry,exit,reason,pts,hold_min
2025-01-10 06:00:00,short,NQH5,21315.25,21262.34,target,52.71,72
2025-01-10 08:00:00,short,NQH5,21320.5,21304.65,target,15.65,11
2025-01-10 14:00:00,long,NQH5,21169.25,21036.28,stop,-133.17,74
2025-01-10 16:00:00,long,NQH5,21023.75,20881.04,stop,-142.91,3264
2025-01-13 12:00:00,long,NQH5,20741.0,20866.08,target,124.88,52
2025-01-13 15:00:00,short,NQH5,20900.75,21050.22,stop,-149.67,211
2025-01-14 10:00:00,long,NQH5,20981.75,21024.86,target,42.91,4
2025-01-14 11:00:00,long,NQH5,20942.0,20873.37,stop,-68.83,41
2025-01-14 16:00:00,long,NQH5,20922.75,20971.47,target,48.52,5
2025-01-14 19:00:00,long,NQH5,20947.25,20967.63,target,20.18,584
2025-01-16 07:00:00,long,NQH5,21499.5,21257.97,stop,-241.73,539
2025-01-17 16:00:00,short,NQH5,21599.5,21764.33,stop,-165.03,3942
2025-01-22 15:00:00,short,NQH5,22038.25,21924.91,target,113.14,702
2025-01-23 08:00:00,long,NQH5,21899.25,21989.6,target,90.15,470
2025-01-27 10:00:00,long,NQH5,21331.75,21264.54,stop,-67.41,17
2025-01-27 19:00:00,long,NQH5,21325.5,21234.29,stop,-91.41,119
2025-01-28 09:00:00,long,NQH5,21301.0,21259.83,stop,-41.37,32
2025-01-29 08:00:00,short,NQH5,21645.5,21495.66,target,149.64,105
2025-01-29 19:00:00,long,NQH5,21538.75,21616.61,target,77.66,75
2025-01-30 07:00:00,long,NQH5,21646.0,21660.99,target,14.79,92
2025-01-30 13:00:00,long,NQH5,21549.5,21564.17,target,14.47,8
2025-01-31 15:00:00,short,NQH5,21652.0,21555.08,target,96.72,17
2025-02-03 07:00:00,long,NQH5,21225.75,21250.02,target,24.07,152
2025-02-03 10:00:00,long,NQH5,21200.0,21136.4,stop,-63.8,14
2025-02-03 12:00:00,long,NQH5,21383.0,21412.08,target,28.88,20
2025-02-04 08:00:00,long,NQH5,21454.75,21485.79,target,30.84,98
2025-02-05 07:00:00,long,NQH5,21495.0,21500.8,target,5.6,44
2025-02-06 12:00:00,long,NQH5,21771.75,21827.31,target,55.36,56
2025-02-06 15:00:00,long,NQH5,21746.75,21777.5,target,30.55,17
2025-02-14 11:00:00,long,NQH5,22166.5,22215.6,target,48.9,290
2025-02-19 12:00:00,short,NQH5,22237.25,22213.98,target,23.07,26
2025-02-19 13:00:00,short,NQH5,22246.25,22212.6,target,33.45,9
2025-02-19 14:00:00,short,NQH5,22233.5,22204.45,target,28.85,301
2025-02-21 05:00:00,short,NQH5,22168.25,22144.09,target,23.96,272
2025-02-24 05:00:00,short,NQH5,21783.0,21770.65,target,12.15,11
2025-02-24 09:00:00,short,NQH5,21799.75,21780.76,target,18.79,6
2025-02-26 13:00:00,long,NQH5,21244.0,21087.45,stop,-156.75,57
2025-02-28 09:00:00,long,NQH5,20603.75,20549.53,stop,-54.42,31
2025-02-28 10:00:00,long,NQH5,20587.25,20690.22,target,102.77,14
2025-03-03 11:00:00,short,NQH5,20863.5,20764.67,target,98.63,127
2025-03-03 16:00:00,long,NQH5,20466.25,20569.75,target,103.3,240
2025-03-06 07:00:00,short,NQH5,20426.5,20363.41,target,62.89,40
2025-03-06 16:00:00,long,NQH5,20096.25,20142.09,target,45.64,6
2025-03-06 19:00:00,long,NQH5,20186.25,20106.73,stop,-79.72,762
2025-03-07 14:00:00,long,NQH5,20170.25,20124.3,stop,-46.15,9
2025-03-10 09:00:00,short,NQH5,19913.25,19891.78,target,21.27,4
2025-03-11 05:00:00,short,NQH5,19562.75,19509.17,target,53.38,64
2025-03-11 08:00:00,short,NQH5,19576.0,19559.75,target,16.05,4
2025-03-11 14:00:00,long,NQH5,19325.5,19407.82,target,82.12,2
2025-03-18 05:00:00,short,NQH5,19814.25,19787.22,target,26.83,43
2025-03-20 12:00:00,short,NQM5,19978.25,19962.38,target,15.67,10
2025-03-21 16:00:00,short,NQM5,19942.25,20030.35,stop,-88.3,3000
2025-03-27 05:00:00,short,NQM5,20113.0,20042.95,target,69.85,147
2025-03-27 10:00:00,short,NQM5,20078.5,20041.93,target,36.37,9
2025-03-27 11:00:00,short,NQM5,20190.25,20074.57,target,115.48,39
2025-03-31 08:00:00,long,NQM5,19168.75,19186.54,target,17.59,27
2025-03-31 11:00:00,long,NQM5,19145.5,19248.34,target,102.64,41
2025-03-31 14:00:00,long,NQM5,19222.25,19573.7,target,351.25,1274
2025-04-02 05:00:00,long,NQM5,19526.75,19572.7,target,45.75,291
2025-04-02 15:00:00,long,NQM5,19615.75,19679.65,target,63.7,5
2025-04-04 11:00:00,long,NQM5,17849.75,17975.26,target,125.31,2
2025-04-07 07:00:00,long,NQM5,17111.5,16898.55,stop,-213.15,150
2025-04-07 10:00:00,long,NQM5,17260.75,17572.63,target,311.68,11
2025-04-07 11:00:00,long,NQM5,17648.75,17706.73,target,57.78,1
2025-04-07 12:00:00,long,NQM5,17391.0,17626.1,target,234.9,90
2025-04-08 06:00:00,long,NQM5,17721.5,17804.99,target,83.29,43
2025-04-08 07:00:00,long,NQM5,17790.25,17882.46,target,92.01,37
2025-04-08 16:00:00,long,NQM5,17222.25,17303.53,target,81.08,7
2025-04-09 19:00:00,long,NQM5,19344.75,18795.63,stop,-549.32,573
2025-04-10 06:00:00,long,NQM5,18856.5,18861.93,target,5.23,1
2025-04-10 07:00:00,short,NQM5,18887.5,18873.2,target,14.1,15
2025-04-10 09:00:00,long,NQM5,18825.5,18868.56,target,42.86,7
2025-04-10 10:00:00,long,NQM5,18657.0,18800.25,target,143.05,43
2025-04-10 11:00:00,short,NQM5,18589.25,18447.71,target,141.34,32
2025-04-10 12:00:00,long,NQM5,18270.75,18317.47,target,46.52,0
2025-04-10 14:00:00,long,NQM5,18463.25,18543.26,target,79.81,3
2025-04-10 15:00:00,short,NQM5,18504.75,18590.11,target,-85.56,0
2025-04-10 16:00:00,long,NQM5,18478.0,18640.85,target,162.65,582
2025-04-11 07:00:00,long,NQM5,18621.5,18667.1,target,45.4,95
2025-04-11 13:00:00,long,NQM5,18738.5,18803.57,target,64.87,43
2025-04-11 15:00:00,long,NQM5,18743.75,18785.91,target,41.96,2
2025-04-14 08:00:00,short,NQM5,19074.0,19175.52,stop,-101.72,36
2025-04-14 11:00:00,short,NQM5,19134.0,18917.45,target,216.35,38
2025-04-14 14:00:00,long,NQM5,18941.0,19129.61,target,188.41,1212
2025-04-15 11:00:00,short,NQM5,19020.25,19008.75,target,11.3,30
2025-04-15 12:00:00,short,NQM5,19047.75,18980.79,target,66.76,55
2025-04-15 13:00:00,long,NQM5,18966.0,18965.0,target,-1.2,0
2025-04-15 14:00:00,short,NQM5,18948.5,18944.48,target,3.82,2
2025-04-15 15:00:00,short,NQM5,18971.0,18944.61,target,26.19,27
2025-04-15 16:00:00,short,NQM5,18958.25,18844.26,target,113.79,120
2025-04-16 06:00:00,short,NQM5,18678.75,18476.28,target,202.27,452
2025-04-21 20:00:00,long,NQM5,18005.25,18020.15,target,14.7,2
2025-04-22 08:00:00,long,NQM5,18052.75,18081.33,target,28.38,17
2025-04-22 14:00:00,long,NQM5,18222.75,18243.68,target,20.73,3
2025-04-23 12:00:00,long,NQM5,18874.0,19030.42,target,156.22,1317
2025-04-24 20:00:00,short,NQM5,19414.75,19332.01,target,82.54,620
2025-04-25 09:00:00,long,NQM5,19247.25,19294.56,target,47.11,5
2025-04-25 10:00:00,short,NQM5,19291.75,19244.12,target,47.43,28
2025-04-25 12:00:00,long,NQM5,19360.5,19466.66,target,105.96,57
2025-04-25 13:00:00,long,NQM5,19465.5,19494.21,target,28.51,7
2025-04-25 14:00:00,long,NQM5,19428.25,19504.93,target,76.48,35
2025-04-29 11:00:00,short,NQM5,19597.25,19569.79,target,27.26,4
2025-04-30 12:00:00,long,NQM5,19439.5,19449.08,target,9.38,0
2025-04-30 13:00:00,long,NQM5,19439.5,19367.9,stop,-71.8,10
2025-05-01 05:00:00,short,NQM5,19982.0,19893.14,target,88.66,281
2025-05-01 14:00:00,short,NQM5,19983.5,19948.13,target,35.17,112
2025-05-02 14:00:00,short,NQM5,20225.25,20183.42,target,41.63,65
2025-05-07 15:00:00,long,NQM5,19885.5,19949.51,target,63.81,42
2025-05-07 16:00:00,short,NQM5,19951.25,19918.19,target,32.86,9
2025-05-07 19:00:00,short,NQM5,19945.0,19926.34,target,18.46,105
2025-05-09 08:00:00,short,NQM5,20206.75,20246.12,stop,-39.57,43
2025-05-12 10:00:00,short,NQM5,20792.25,20981.93,stop,-189.88,362
2025-05-13 05:00:00,long,NQM5,20834.75,20867.79,target,32.84,48
2025-05-13 06:00:00,long,NQM5,20883.5,21044.08,target,160.38,150
2025-05-13 20:00:00,short,NQM5,21289.75,21408.88,stop,-119.33,993
2025-05-14 19:00:00,short,NQM5,21379.5,21355.99,target,23.31,384
2025-05-15 09:00:00,long,NQM5,21288.0,21351.33,target,63.13,124
2025-05-15 12:00:00,short,NQM5,21429.0,21345.91,target,82.89,205
2025-05-15 16:00:00,short,NQM5,21414.75,21399.04,target,15.51,55
2025-05-19 10:00:00,long,NQM5,21361.25,21377.91,target,16.46,2
2025-05-19 16:00:00,long,NQM5,21525.25,21524.51,target,-0.94,0
2025-05-21 20:00:00,long,NQM5,21148.5,21186.95,target,38.25,22
2025-05-22 06:00:00,long,NQM5,21203.5,21118.65,stop,-85.05,119
2025-05-22 09:00:00,long,NQM5,21194.5,21131.0,stop,-63.7,34
2025-05-22 10:00:00,long,NQM5,21290.25,21317.55,target,27.1,4
2025-05-23 12:00:00,long,NQM5,20936.5,21044.44,target,107.74,77
2025-05-29 05:00:00,short,NQM5,21783.25,21699.35,target,83.7,145
2025-05-29 09:00:00,short,NQM5,21644.75,21491.46,target,153.09,50
2025-05-30 07:00:00,long,NQM5,21387.25,21274.11,stop,-113.34,71
2025-05-30 09:00:00,long,NQM5,21339.0,21361.53,target,22.33,17
2025-05-30 12:00:00,long,NQM5,21326.0,21221.37,stop,-104.83,27
2025-06-02 07:00:00,long,NQM5,21251.0,21344.34,target,93.14,151
2025-06-02 11:00:00,long,NQM5,21400.5,21472.81,target,72.11,130
2025-06-03 09:00:00,long,NQM5,21536.5,21539.78,target,3.08,4
2025-06-05 10:00:00,long,NQM5,21722.0,21808.0,target,85.8,39
2025-06-05 14:00:00,short,NQM5,21728.25,21721.5,target,6.55,2
2025-06-12 10:00:00,long,NQM5,21859.5,21878.89,target,19.19,7
2025-06-13 05:00:00,long,NQM5,21599.0,21648.26,target,49.06,116
2025-06-13 16:00:00,long,NQM5,21659.25,21589.73,stop,-69.72,3000
2025-06-16 16:00:00,short,NQU5,22180.75,22156.42,target,24.13,123
2025-06-23 07:00:00,long,NQU5,21857.75,21795.54,stop,-62.41,26
2025-06-23 09:00:00,long,NQU5,21883.75,21797.78,stop,-86.17,32
2025-06-24 07:00:00,long,NQU5,22283.25,22341.3,target,57.85,242
2025-06-25 11:00:00,long,NQU5,22491.5,22516.4,target,24.7,905
2025-06-26 09:00:00,long,NQU5,22554.0,22588.03,target,33.83,91
2025-06-26 12:00:00,short,NQU5,22610.5,22675.03,stop,-64.73,134
2025-07-01 19:00:00,long,NQU5,22723.25,22822.17,target,98.72,948
2025-07-09 11:45:00,short,NQU5,22982.5,22966.02,target,16.28,6
2025-07-09 12:45:00,short,NQU5,22988.0,22970.2,target,17.6,17
2025-07-09 13:45:00,short,NQU5,22981.5,22971.11,target,10.19,1
2025-07-15 09:45:00,long,NQU5,23165.5,23028.69,stop,-137.01,379
2025-07-16 13:45:00,long,NQU5,23033.5,23052.27,target,18.57,48
2025-07-16 14:45:00,long,NQU5,23061.25,23067.22,target,5.77,11
2025-07-31 07:45:00,short,NQU5,23763.0,23699.53,target,63.27,106
2025-07-31 20:45:00,short,NQU5,23279.75,23259.57,target,19.98,5
2025-08-01 07:45:00,short,NQU5,23119.25,23103.79,target,15.26,45
2025-08-04 16:45:00,short,NQU5,23344.5,23297.53,target,46.77,1053
2025-08-05 11:45:00,long,NQU5,23145.0,23332.89,target,187.69,1426
2025-08-06 13:45:00,short,NQU5,23390.75,23364.04,target,26.51,10
2025-08-06 20:45:00,short,NQU5,23492.5,23549.3,stop,-57.0,458
2025-08-07 12:45:00,long,NQU5,23412.0,23524.81,target,112.61,196
2025-08-07 19:45:00,short,NQU5,23542.5,23610.21,stop,-67.91,837
2025-08-11 08:45:00,short,NQU5,23721.5,23701.94,target,19.36,43
2025-08-14 20:45:00,long,NQU5,23908.0,23940.86,target,32.66,203
2025-08-15 06:45:00,short,NQU5,23905.25,23883.07,target,21.98,165
2025-08-19 04:45:00,short,NQU5,23773.5,23758.55,target,14.75,126
2025-08-19 07:45:00,short,NQU5,23760.5,23736.52,target,23.78,86
2025-08-25 04:45:00,long,NQU5,23515.25,23537.45,target,22.0,315
2025-08-25 10:45:00,short,NQU5,23541.5,23515.41,target,25.89,312
2025-08-25 19:45:00,long,NQU5,23498.5,23547.02,target,48.32,881
2025-08-27 04:45:00,long,NQU5,23583.25,23605.31,target,21.86,105
2025-08-27 08:45:00,long,NQU5,23566.75,23585.63,target,18.68,16
2025-08-29 12:45:00,long,NQU5,23483.25,23447.26,stop,-36.19,19
2025-08-29 15:45:00,long,NQU5,23478.0,23396.38,stop,-81.82,3504
2025-09-04 08:45:00,long,NQU5,23478.0,23491.77,target,13.57,47
2025-09-04 09:45:00,long,NQU5,23489.75,23514.82,target,24.87,52
2025-09-16 04:45:00,short,NQZ5,24636.5,24530.25,target,106.05,306
2025-09-16 15:45:00,short,NQZ5,24536.0,24521.57,target,14.23,15
2025-09-16 16:45:00,short,NQZ5,24542.0,24510.22,target,31.58,451
2025-09-24 04:45:00,short,NQZ5,24893.0,24868.07,target,24.73,286
2025-09-24 19:45:00,long,NQZ5,24744.0,24695.25,stop,-48.95,449
2025-09-25 04:45:00,short,NQZ5,24745.75,24731.3,target,14.25,4
2025-09-25 16:45:00,long,NQZ5,24644.5,24696.66,target,51.96,947
2025-09-26 10:45:00,long,NQZ5,24629.25,24725.62,target,96.17,221
2025-09-29 11:45:00,short,NQZ5,24866.5,24723.7,target,142.6,1330
2025-10-01 07:45:00,long,NQZ5,24781.25,24852.84,target,71.39,154
2025-10-02 15:45:00,short,NQZ5,25112.75,25070.82,target,41.73,1096
2025-10-08 04:45:00,long,NQZ5,25109.0,25065.91,stop,-43.29,87
2025-10-08 10:45:00,long,NQZ5,25198.5,25228.43,target,29.73,41
2025-10-13 09:45:00,long,NQZ5,24811.5,24885.6,target,73.9,14
2025-10-13 10:45:00,long,NQZ5,24832.0,24887.41,target,55.21,47
2025-10-13 19:45:00,long,NQZ5,24904.0,24923.53,target,19.33,19
2025-10-14 05:45:00,long,NQZ5,24663.75,24583.33,stop,-80.62,44
2025-10-14 11:45:00,short,NQZ5,24782.5,24908.87,stop,-126.57,53
2025-10-14 18:45:00,short,NQZ5,24776.5,24882.12,stop,-105.82,376
2025-10-16 11:45:00,short,NQZ5,24999.5,24875.39,target,123.91,42
2025-10-17 07:45:00,long,NQZ5,24707.0,24740.08,target,32.88,18
2025-10-17 13:45:00,long,NQZ5,24851.75,24883.36,target,31.41,5
2025-10-20 04:45:00,long,NQZ5,25089.5,25132.37,target,42.67,255
2025-10-22 06:45:00,short,NQZ5,25304.0,25287.32,target,16.48,13
2025-10-22 16:45:00,long,NQZ5,25045.5,24948.82,stop,-96.88,935
2025-10-23 10:45:00,long,NQZ5,25164.0,25211.63,target,47.43,71
2025-10-28 04:45:00,long,NQZ5,25954.25,25991.82,target,37.37,144
2025-10-28 10:45:00,long,NQZ5,26024.25,26041.17,target,16.72,5
2025-10-28 11:45:00,short,NQZ5,26034.75,26081.98,stop,-47.43,23
2025-10-29 09:45:00,short,NQZ5,26277.75,26226.95,target,50.6,123
2025-10-30 07:45:00,short,NQZ5,26283.25,26233.43,target,49.62,27
2025-10-30 16:45:00,long,NQZ5,26133.0,25985.5,stop,-147.7,1167
2025-11-03 04:45:00,short,NQZ5,26147.75,26125.37,target,22.18,13
2025-11-03 05:45:00,short,NQZ5,26153.5,26126.32,target,26.98,246
2025-11-03 12:45:00,short,NQZ5,26139.0,26103.32,target,35.48,93
2025-11-05 08:45:00,long,NQZ5,25590.25,25764.09,target,173.64,179
2025-11-06 09:45:00,short,NQZ5,25603.5,25604.89,target,-1.59,0
2025-11-06 14:45:00,long,NQZ5,25404.5,25310.41,stop,-94.29,58
2025-11-07 14:45:00,long,NQZ5,25092.0,25156.64,target,64.44,73
2025-11-10 04:45:00,long,NQZ5,25538.5,25554.25,target,15.55,5
2025-11-10 05:45:00,long,NQZ5,25549.25,25594.85,target,45.4,231
2025-11-10 11:45:00,long,NQZ5,25486.5,25515.98,target,29.28,14
2025-11-11 04:45:00,long,NQZ5,25613.0,25684.78,target,71.58,552
2025-11-12 09:45:00,long,NQZ5,25643.0,25520.89,stop,-122.31,86
2025-11-14 09:45:00,long,NQZ5,24828.5,25100.07,target,271.37,60
2025-11-17 11:45:00,short,NQZ5,25142.5,25102.23,target,40.07,55
2025-11-18 14:45:00,long,NQZ5,24736.75,24691.73,stop,-45.22,39
2025-11-20 04:45:00,short,NQZ5,25073.75,25157.61,stop,-84.06,191
2025-11-20 19:45:00,long,NQZ5,24185.0,24213.27,target,28.07,37
2025-11-21 12:45:00,long,NQZ5,24391.5,24423.67,target,31.97,63
2025-11-21 16:45:00,long,NQZ5,24352.75,24376.85,target,23.9,2955
2025-11-25 04:45:00,long,NQZ5,24868.25,24907.86,target,39.41,138
2025-11-25 08:45:00,long,NQZ5,24874.75,24602.01,stop,-272.94,65
2025-11-25 12:45:00,long,NQZ5,25033.25,25058.07,target,24.62,166
2025-12-02 08:15:00,short,NQZ5,25500.25,25472.58,target,27.47,76
2025-12-03 11:15:00,long,NQZ5,25546.0,25613.68,target,67.48,19
2025-12-08 16:15:00,short,NQZ5,25661.25,25613.92,target,47.13,805
2025-12-15 11:15:00,short,NQH6,25405.0,25423.77,target,-18.97,0
2025-12-18 15:15:00,long,NQH6,25288.5,25339.04,target,50.34,31
2025-12-19 06:15:00,long,NQH6,25345.25,25412.99,target,67.54,196
2025-12-22 16:15:00,short,NQH6,25700.25,25676.71,target,23.34,525
2025-12-23 12:15:00,long,NQH6,25769.5,25859.27,target,89.57,1397
2026-05-13 05:00:00,short,NQM6,29411.75,29360.12,target,51.43,125
2026-05-13 08:00:00,short,NQM6,29369.25,29345.57,target,23.48,18
2026-05-13 09:00:00,long,NQM6,29238.75,29096.9,stop,-142.05,48
2026-05-13 14:00:00,short,NQM6,29442.75,29572.74,stop,-130.19,256
2026-05-14 20:00:00,short,NQM6,29684.0,29666.68,target,17.12,2
2026-05-15 14:00:00,long,NQM6,29452.5,29351.21,stop,-101.49,31
2026-05-18 05:00:00,short,NQM6,29243.75,29037.23,target,206.32,334
2026-05-18 20:00:00,long,NQM6,29138.5,28943.28,stop,-195.42,130
2026-05-19 09:00:00,long,NQM6,28920.0,28986.58,target,66.38,33
2026-05-19 13:00:00,long,NQM6,29023.25,29036.5,target,13.05,2
2026-05-21 07:00:00,long,NQM6,29238.75,29389.76,target,150.81,376
2026-05-21 15:00:00,long,NQM6,29339.25,29429.84,target,90.39,20
2026-05-26 05:00:00,short,NQM6,29809.75,29987.06,stop,-177.51,296
2026-05-28 08:00:00,long,NQM6,29924.25,29955.38,target,30.93,7
2026-05-28 09:00:00,long,NQM6,30056.75,29954.77,stop,-102.18,44
2026-05-29 15:00:00,long,NQM6,30326.25,30365.1,target,38.65,8
2026-06-02 05:00:00,long,NQM6,30548.25,30557.44,target,8.99,42
2026-06-04 13:00:00,long,NQM6,30476.25,30395.75,stop,-80.7,300
2026-06-08 07:00:00,long,NQM6,29235.0,29555.77,target,320.57,129
2026-06-08 10:00:00,long,NQM6,29347.5,29464.75,target,117.05,10
2026-06-08 12:00:00,long,NQM6,29614.0,29356.91,stop,-257.29,371
2026-06-08 20:00:00,long,NQM6,29430.25,29327.04,stop,-103.41,31
2026-06-09 20:00:00,long,NQM6,29073.5,28866.09,stop,-207.61,318
2026-06-11 12:00:00,long,NQM6,28854.5,28919.21,target,64.51,11
2026-06-12 05:00:00,long,NQM6,29481.5,29606.45,target,124.75,29
2026-06-12 09:00:00,long,NQM6,29405.75,29529.5,target,123.55,67
2026-06-12 12:00:00,long,NQM6,29435.75,29646.96,target,211.01,13
